Year,Month,Day,Eel_count,Eel_ID,Period,Region,Invasion_Year,Years_Since_Invasion,Invasion_Status,Site and Plot,Site,Mass_g,TL_mm,Gape_Width_mm,Sex,Region_Specific_Years_Since_Invasion,Eel_Presence_Fish,Eel_Presence_Shrimp,Eel_Presence_Crayfish,Eel_Presence_Odonata,Eel_Presence_Hemiptera,Eel_Presence_Coleoptera,Eel_Presence_Gastropoda,Eel_Presence_Diptera,Unknown_Insects,Amphipoda,Eel_Presence_Miscellaneous,TT_Mean_Count_Coleoptera,TT_Mean_Count_Crayfish,TT_Mean_Count_Diptera,TT_Mean_Count_Fish,TT_Mean_Count_Gastropoda,TT_Mean_Count_Hemiptera,TT_Mean_Count_Miscellaneous,TT_Mean_Count_Odonata,TT_Mean_Count_Shrimp,UknownInsects,mean_DEPTH_AVE_60DAY,mean_DEPTH_AVE_90DAY,mean_DEPTH_AVE_180DAY,mean_DEPTH_AVE_365DAY,mean_WET_SUM_365DAY,mean_DEPTH,Vol_TT_Mean_Count_Crayfish,Vol_TT_Mean_Count_Diptera,Vol_TT_Mean_Count_Fish,Vol_TT_Mean_Count_Gastropoda,Vol_TT_Mean_Count_Hemiptera,Vol_TT_Mean_Count_Miscellaneous,Vol_TT_Mean_Count_Odonata,Vol_TT_Mean_Count_Shrimp
2022,1,NA,3,MA-003-DA,1,TSL,2013,9,Established,TS,TS,464.6,722,23.3,Male?,2011,0,1,0,1,0,0,0,0,0,0,0,0.142857143,0,0.095238095,6.80952381,0.523809524,1.523809524,0.428571429,6.80952381,15.47619048,,46.30105736,49.46587217,51.63647263,43.51612763,365,44.18462078,0,0.215545802,15.41152485,1.185501911,3.448732833,0.969956109,15.41152485,35.02619283
2022,1,NA,4,MA-004-DA,1,TSL,2013,9,Established,TS,TS,369.6,672,19.3,Male?,2011,0,1,0,1,0,0,1,0,0,0,0,0.142857143,0,0.095238095,6.80952381,0.523809524,1.523809524,0.428571429,6.80952381,15.47619048,,46.30105736,49.46587217,51.63647263,43.51612763,365,44.18462078,0,0.215545802,15.41152485,1.185501911,3.448732833,0.969956109,15.41152485,35.02619283
2021,10,NA,5,MA-005-DA,4,TSL,2013,8,Established,TS,TS,291.5,655,18.600000000000001,Female?,2011,1,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0,10.66666667,0.142857143,1.80952381,0.095238095,7.285714286,1,,54.3455018,50.18439069,40.49758374,46.86589932,365,54.85128745,0,0,19.44652015,0.260444466,3.29896324,0.173629644,13.28266778,1.823111264
2021,10,NA,6,MA-006-DA,4,TSL,2013,8,Established,TS,TS,101.5,457,10.78,NA,2011,0,1,0,0,0,0,1,0,0,0,0,0.19047619,0,0,10.66666667,0.142857143,1.80952381,0.095238095,7.285714286,1,,54.3455018,50.18439069,40.49758374,46.86589932,365,54.85128745,0,0,19.44652015,0.260444466,3.29896324,0.173629644,13.28266778,1.823111264
2022,1,NA,9,MA-009-DA,1,TSL,2013,9,Established,TS,TS,25,572,14.32,Female,2011,1,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0.095238095,6.80952381,0.523809524,1.523809524,0.428571429,6.80952381,15.47619048,,46.30105736,49.46587217,51.63647263,43.51612763,365,44.18462078,0,0.215545802,15.41152485,1.185501911,3.448732833,0.969956109,15.41152485,35.02619283
2022,1,NA,10,MA-010-DA,1,TSL,2013,9,Established,TS,TS,174.7,566,12.52,Male?,2011,0,0,0,1,0,0,0,0,0,0,0,0.142857143,0,0.095238095,6.80952381,0.523809524,1.523809524,0.428571429,6.80952381,15.47619048,,46.30105736,49.46587217,51.63647263,43.51612763,365,44.18462078,0,0.215545802,15.41152485,1.185501911,3.448732833,0.969956109,15.41152485,35.02619283
2021,10,NA,15,MA-015-DA,4,TSL,2013,8,Established,CP,CP,26.4,313,5.15,NA,2011,0,0,0,0,1,0,0,0,0,1,0,0.333333333,0,0.047619048,25.38095238,0.80952381,3.047619048,0.619047619,4.904761905,1.095238095,,59.52888412,52.48073597,41.93506549,50.69366519,365,60.71284327,0,0.078433236,41.80491477,1.333365011,5.019727101,1.019632067,8.078623304,1.803964427
2022,1,NA,17,MA-017-DA,1,TSL,2012,10,Established,MD,MD,360.6,690,17.41,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0.047619048,0,0,12.52380952,0.476190476,1,0.285714286,10.9047619,23.9047619,,58.96859378,61.46830138,63.9052842,55.03991827,365,58.56943842,0,0,21.38284037,0.813035756,1.707375087,0.487821453,18.6185188,40.81439493
2022,1,NA,18,MA-018-DA,1,TSL,2012,10,Established,MD,MD,163.5,556,10.08,NA,2011,0,1,0,1,0,0,0,0,0,0,0,0.047619048,0,0,12.52380952,0.476190476,1,0.285714286,10.9047619,23.9047619,,58.96859378,61.46830138,63.9052842,55.03991827,365,58.56943842,0,0,21.38284037,0.813035756,1.707375087,0.487821453,18.6185188,40.81439493
2021,10,NA,29,MA-029-DA,4,TSL,2013,8,Established,TS,TS,41.3,373,6.37,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0,10.66666667,0.142857143,1.80952381,0.095238095,7.285714286,1,,54.3455018,50.18439069,40.49758374,46.86589932,365,54.85128745,0,0,19.44652015,0.260444466,3.29896324,0.173629644,13.28266778,1.823111264
2021,10,NA,30,MA-030-DA,4,TSL,2013,8,Established,TS,TS,12.4,260,3.86,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0,10.66666667,0.142857143,1.80952381,0.095238095,7.285714286,1,,54.3455018,50.18439069,40.49758374,46.86589932,365,54.85128745,0,0,19.44652015,0.260444466,3.29896324,0.173629644,13.28266778,1.823111264
2021,10,NA,31,MA-031-DA,4,TSL,2013,8,Established,TS,TS,16.5,281,3.95,NA,2011,0,0,0,1,0,0,0,0,0,1,0,0.19047619,0,0,10.66666667,0.142857143,1.80952381,0.095238095,7.285714286,1,,54.3455018,50.18439069,40.49758374,46.86589932,365,54.85128745,0,0,19.44652015,0.260444466,3.29896324,0.173629644,13.28266778,1.823111264
2021,10,NA,32,MA-032-DA,4,TSL,2013,8,Established,TS,TS,24.7,309,5.75,NA,2011,0,0,0,0,0,1,0,0,0,0,0,0.19047619,0,0,10.66666667,0.142857143,1.80952381,0.095238095,7.285714286,1,,54.3455018,50.18439069,40.49758374,46.86589932,365,54.85128745,0,0,19.44652015,0.260444466,3.29896324,0.173629644,13.28266778,1.823111264
2019,11,27,38,MA-038-DA,4,PHD,2011,8,Established,A62,A62,187.2,568,14.66,NA,2007,0,0,0,1,0,0,1,0,0,0,0,0.047619048,0,0,1.142857143,0.285714286,2.19047619,0,0.095238095,0.142857143,,32.3630008,31.18337117,21.42622709,16.66502764,336.4285714,29.68836512,0,0,3.849511882,0.96237797,7.378231107,0,0.320792657,0.481188985
2019,11,27,39,MA-039-DA,4,PHD,2011,8,Established,A62,A62,98.5,488,7.66,NA,2007,0,1,0,1,0,0,0,0,0,0,0,0.047619048,0,0,1.142857143,0.285714286,2.19047619,0,0.095238095,0.142857143,,32.3630008,31.18337117,21.42622709,16.66502764,336.4285714,29.68836512,0,0,3.849511882,0.96237797,7.378231107,0,0.320792657,0.481188985
2019,11,27,41,MA-041-DA,4,PHD,2011,8,Established,A62,A62,229.6,591,15.81,NA,2007,1,0,0,1,0,0,0,0,0,0,0,0.047619048,0,0,1.142857143,0.285714286,2.19047619,0,0.095238095,0.142857143,,32.3630008,31.18337117,21.42622709,16.66502764,336.4285714,29.68836512,0,0,3.849511882,0.96237797,7.378231107,0,0.320792657,0.481188985
2019,11,27,42,MA-042-DA,4,PHD,2011,8,Established,A62,A62,16.9,188,5.29,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0.047619048,0,0,1.142857143,0.285714286,2.19047619,0,0.095238095,0.142857143,,32.3630008,31.18337117,21.42622709,16.66502764,336.4285714,29.68836512,0,0,3.849511882,0.96237797,7.378231107,0,0.320792657,0.481188985
2019,11,27,44,MA-044-DA,4,PHD,2011,8,Established,A62,A62,65.1,420,8.1199999999999992,NA,2007,0,0,0,0,1,0,0,0,0,0,0,0.047619048,0,0,1.142857143,0.285714286,2.19047619,0,0.095238095,0.142857143,,32.3630008,31.18337117,21.42622709,16.66502764,336.4285714,29.68836512,0,0,3.849511882,0.96237797,7.378231107,0,0.320792657,0.481188985
2019,11,27,45,MA-045-DA,4,PHD,2009,10,Established,A59,A59,219.6,608,15.8,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,46,MA-046-DA,4,PHD,2009,10,Established,A59,A59,44.2,354,8.39,NA,2007,0,0,0,0,1,0,1,0,0,1,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,47,MA-047-DA,4,PHD,2009,10,Established,A59,A59,80.3,451,9.19,NA,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,48,MA-048-DA,4,PHD,2009,10,Established,A59,A59,107.8,505,13.55,NA,2007,0,0,0,0,1,0,1,0,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,49,MA-049-DA,4,PHD,2009,10,Established,A59,A59,60.7,411,9.06,NA,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,50,MA-050-DA,4,PHD,2009,10,Established,A59,A59,57.7,389,7.54,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,51,MA-051-DA,4,PHD,2009,10,Established,A59,A59,25.7,325,7.57,NA,2007,1,0,0,1,1,0,1,1,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,52,MA-052-DA,4,PHD,2009,10,Established,A59,A59,18.6,298,4.51,NA,2007,1,0,0,0,0,0,1,0,0,1,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,53,MA-053-DA,4,PHD,2009,10,Established,A59,A59,8.4,243,4.26,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,54,MA-054-DA,4,PHD,2009,10,Established,A59,A59,16.1,282,4.1399999999999997,NA,2007,0,0,0,1,1,0,0,0,0,0,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,55,MA-055-DA,4,PHD,2009,10,Established,A59,A59,8.9,231,4.71,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,56,MA-056-DA,4,PHD,2009,10,Established,A59,A59,5.9,211,3.77,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2019,11,27,57,MA-057-DA,4,PHD,2009,10,Established,A59,A59,5.1,200,3.26,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0,0,0.19047619,1.19047619,0.333333333,3.238095238,0.095238095,0.095238095,0.80952381,,28.74049631,27.79049631,18.8231471,16.13889348,326.6666667,25.73071673,0,0.740267722,4.626673261,1.295468513,12.58455127,0.370133861,0.370133861,3.146137817
2022,1,NA,58,MA-058-DA,1,TSL,2012,10,Established,MD,MD,361.3,711,17.71,NA,2011,0,1,0,1,0,0,0,0,0,0,0,0.047619048,0,0,12.52380952,0.476190476,1,0.285714286,10.9047619,23.9047619,,58.96859378,61.46830138,63.9052842,55.03991827,365,58.56943842,0,0,21.38284037,0.813035756,1.707375087,0.487821453,18.6185188,40.81439493
2022,1,NA,59,MA-059-DA,1,TSL,2012,10,Established,MD,MD,51.1,388,8.6300000000000008,NA,2011,0,0,0,1,0,0,0,0,0,1,0,0.047619048,0,0,12.52380952,0.476190476,1,0.285714286,10.9047619,23.9047619,,58.96859378,61.46830138,63.9052842,55.03991827,365,58.56943842,0,0,21.38284037,0.813035756,1.707375087,0.487821453,18.6185188,40.81439493
2022,1,NA,60,MA-060-DA,1,TSL,2012,10,Established,MD,MD,399.2,730,17.829999999999998,NA,2011,1,0,0,0,1,0,0,0,0,0,0,0.047619048,0,0,12.52380952,0.476190476,1,0.285714286,10.9047619,23.9047619,,58.96859378,61.46830138,63.9052842,55.03991827,365,58.56943842,0,0,21.38284037,0.813035756,1.707375087,0.487821453,18.6185188,40.81439493
2019,1,NA,63,MA-063-DA,1,TSL,2012,7,Established,MD,MD,49.3,395,8.2799999999999994,NA,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0.19047619,11.0952381,0,1.19047619,0,2.619047619,5.285714286,,49.86852604,51.73704456,58.76428501,52.95994711,365,51.31428501,0,0.371195254,21.62212353,0,2.319970336,0,5.10393474,10.30066829
2019,1,NA,64,MA-064-DA,1,TSL,2012,7,Established,MD,MD,43.7,391,8.7799999999999994,NA,2011,0,0,0,1,0,0,0,0,0,1,0,0,0,0.19047619,11.0952381,0,1.19047619,0,2.619047619,5.285714286,,49.86852604,51.73704456,58.76428501,52.95994711,365,51.31428501,0,0.371195254,21.62212353,0,2.319970336,0,5.10393474,10.30066829
2017,11,13,65,MA-065-DA,4,TSL,2013,4,Colonizing,CPA,CP,55.4,415,7.75,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0.19047619,0,0.047619048,5.095238095,0.19047619,2.476190476,0.095238095,0.523809524,1.904761905,,65.97888412,61.16221745,45.52765809,45.86078848,365,76.0461766,0,0.062618595,6.700189704,0.250474381,3.256166959,0.125237191,0.688804549,2.504743815
2017,11,13,66,MA-066-DA,4,TSL,2013,4,Colonizing,TSB,TS,26.2,317,5.84,NA,2011,0,0,0,1,0,0,0,0,0,0,0,0.047619048,0,0,6.238095238,0,3.285714286,0.095238095,2,5.285714286,,59.10661291,54.50661291,41.59388004,40.51247466,365,66.51795411,0,0,9.378062391,0,4.939590114,0.143176525,3.006707026,7.946297141
2017,11,13,69,MA-069-DA,4,TSL,2013,4,Colonizing,TSB,TS,189.4,580,13.19,NA,2011,0,1,0,0,0,0,0,0,0,0,0,0.047619048,0,0,6.238095238,0,3.285714286,0.095238095,2,5.285714286,,59.10661291,54.50661291,41.59388004,40.51247466,365,66.51795411,0,0,9.378062391,0,4.939590114,0.143176525,3.006707026,7.946297141
2017,11,13,70,MA-070-DA,4,TSL,2013,4,Colonizing,TSB,TS,111.5,487,11.52,NA,2011,0,0,0,1,0,0,1,0,0,0,0,0.047619048,0,0,6.238095238,0,3.285714286,0.095238095,2,5.285714286,,59.10661291,54.50661291,41.59388004,40.51247466,365,66.51795411,0,0,9.378062391,0,4.939590114,0.143176525,3.006707026,7.946297141
2017,11,9,71,MA-071-DA,4,PHD,2011,6,Established,A62,A62,444.8,752,23.01,NA,2007,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2.904761905,0.095238095,1.047619048,0,0.095238095,0.333333333,,30.94633413,27.24633413,17.80741182,16.15890229,299.047619,45.02169845,0,0,6.45191542,0.21153821,2.326920315,0,0.21153821,0.740383737
2017,11,9,72,MA-072-DA,4,PHD,2011,6,Established,A62,A62,2,297,6.5,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.904761905,0.095238095,1.047619048,0,0.095238095,0.333333333,,30.94633413,27.24633413,17.80741182,16.15890229,299.047619,45.02169845,0,0,6.45191542,0.21153821,2.326920315,0,0.21153821,0.740383737
2017,8,8,73,MA-073-DA,3,PHD,2009,8,Established,A55,A55,21.8,313,6.48,NA,2007,0,0,0,0,1,0,0,0,0,0,0,0.238095238,0,0,0.19047619,0,1.285714286,0,0,0,,8.58571611,5.832955708,6.601300011,15.73216062,258.6666667,17.04867364,0,0,1.117249321,0,7.541432916,0,0,0
2017,8,8,74,MA-074-DA,3,PHD,2009,8,Established,A55,A55,20.7,292,5.05,NA,2007,0,0,0,0,0,0,0,1,0,0,0,0.238095238,0,0,0.19047619,0,1.285714286,0,0,0,,8.58571611,5.832955708,6.601300011,15.73216062,258.6666667,17.04867364,0,0,1.117249321,0,7.541432916,0,0,0
2017,8,8,75,MA-075-DA,3,PHD,2009,8,Established,A55,A55,21.6,316,6.11,NA,2007,0,0,0,0,0,0,0,0,0,1,0,0.238095238,0,0,0.19047619,0,1.285714286,0,0,0,,8.58571611,5.832955708,6.601300011,15.73216062,258.6666667,17.04867364,0,0,1.117249321,0,7.541432916,0,0,0
2017,11,9,76,MA-076-DA,4,PHD,2011,6,Established,A62,A62,49.7,390,6.32,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.904761905,0.095238095,1.047619048,0,0.095238095,0.333333333,,30.94633413,27.24633413,17.80741182,16.15890229,299.047619,45.02169845,0,0,6.45191542,0.21153821,2.326920315,0,0.21153821,0.740383737
2017,11,9,79,MA-079-DA,4,PHD,2011,6,Established,A62,A62,435.2,712,21,NA,2007,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.904761905,0.095238095,1.047619048,0,0.095238095,0.333333333,,30.94633413,27.24633413,17.80741182,16.15890229,299.047619,45.02169845,0,0,6.45191542,0.21153821,2.326920315,0,0.21153821,0.740383737
2017,11,9,80,MA-080-DA,4,PHD,2011,6,Established,A62,A62,37.9,358,7.23,NA,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.904761905,0.095238095,1.047619048,0,0.095238095,0.333333333,,30.94633413,27.24633413,17.80741182,16.15890229,299.047619,45.02169845,0,0,6.45191542,0.21153821,2.326920315,0,0.21153821,0.740383737
2017,11,9,81,MA-081-DA,4,PHD,2011,6,Established,A62,A62,19.7,304,5.23,NA,2007,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2.904761905,0.095238095,1.047619048,0,0.095238095,0.333333333,,30.94633413,27.24633413,17.80741182,16.15890229,299.047619,45.02169845,0,0,6.45191542,0.21153821,2.326920315,0,0.21153821,0.740383737
2017,11,9,82,MA-082-DA,4,PHD,2011,6,Established,A62,A62,29.4,345,5.99,NA,2007,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2.904761905,0.095238095,1.047619048,0,0.095238095,0.333333333,,30.94633413,27.24633413,17.80741182,16.15890229,299.047619,45.02169845,0,0,6.45191542,0.21153821,2.326920315,0,0.21153821,0.740383737
2017,8,8,84,MA-084-DA,3,PHD,2009,8,Established,A55,A55,29.7,338,5.64,NA,2007,1,0,0,0,0,0,0,0,0,0,0,0.238095238,0,0,0.19047619,0,1.285714286,0,0,0,,8.58571611,5.832955708,6.601300011,15.73216062,258.6666667,17.04867364,0,0,1.117249321,0,7.541432916,0,0,0
2017,8,8,87,MA-087-DA,3,PHD,2009,8,Established,A55,A55,17.6,291,6.41,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0.238095238,0,0,0.19047619,0,1.285714286,0,0,0,,8.58571611,5.832955708,6.601300011,15.73216062,258.6666667,17.04867364,0,0,1.117249321,0,7.541432916,0,0,0
2017,8,14,90,MA-090-DA,3,PHD,2011,6,Established,A62,A62,42.2,371,8.4700000000000006,NA,2007,0,1,0,0,0,0,0,0,0,0,0,0.047619048,0,0,2.571428571,0,6.571428571,0.095238095,0.761904762,2,,9.827728655,7.802525419,7.738806232,14.97168768,299.047619,10.68836512,0,0,24.05820294,0,61.48207417,0.891044553,7.128356426,18.71193562
2017,7,8,92,MA-092-DA,3,TSL,2013,4,Colonizing,TS,TS,168.6,570,13.03,NA,2011,0,0,0,0,1,0,0,0,0,0,0,0.333333333,0,0,8.047619048,0.142857143,5.095238095,0.142857143,0.857142857,2.428571429,,30.46216847,28.03994625,29.83091708,39.76726918,365,40.18462078,0,0,20.02661439,0.355502031,12.67957242,0.355502031,2.133012183,6.04353452
2017,7,8,94,MA-094-DA,3,TSL,2013,4,Colonizing,TS,TS,42.7,383,6.16,NA,2011,0,0,0,0,0,0,0,0,1,0,0,0.333333333,0,0,8.047619048,0.142857143,5.095238095,0.142857143,0.857142857,2.428571429,,30.46216847,28.03994625,29.83091708,39.76726918,365,40.18462078,0,0,20.02661439,0.355502031,12.67957242,0.355502031,2.133012183,6.04353452
2017,1,20,95,MA-095-DA,1,TSL,2012,5,Established,MDA,MD,342.4,703,18.5,NA,2011,1,0,0,1,0,0,0,0,0,0,0,0.047619048,0,0,9.904761905,0.047619048,1.095238095,0,4,7.904761905,,51.85185937,55.36297048,61.58753071,57.51530849,365,42.64864182,0,0,23.2240969,0.111654312,2.568049177,0,9.378962211,18.5346158
